customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST06938,29,M,Semi-Urban,94453,36827,41787,0.44,5,60,51,5,86624,462896,749447,17,stable
CUST06939,31,M,Urban,373593,130542,276752,0.74,2,95,55,0,9011,91718,495020,18,stable
CUST06940,28,M,Semi-Urban,29169,14710,118389,4.06,5,55,58,2,4933,43931,107685,27,stable
CUST06941,33,M,Semi-Urban,213937,40480,1000,0.0,5,47,53,2,71230,91673,990054,0,stable
CUST06942,43,M,Rural,156751,95593,636802,4.06,5,83,42,3,69124,388012,495643,16,decrease
CUST06943,31,M,Semi-Urban,105076,75993,146397,1.39,2,44,31,5,8971,269411,103266,24,decrease
CUST06944,47,F,Rural,110129,68628,296185,2.69,5,65,36,4,2719,487642,758560,3,decrease
CUST06945,59,F,Metropolitan,227750,164540,59533,0.26,2,46,1,3,94553,170817,198591,1,stable
CUST06946,31,F,Rural,156313,74930,661231,4.23,4,80,32,4,17676,257862,781641,0,decrease
CUST06947,57,M,Semi-Urban,41321,29790,55651,1.35,1,39,29,5,14356,130130,115423,32,decrease
CUST06948,26,F,Metropolitan,222401,61988,1087175,4.89,1,76,25,0,38950,309294,85063,27,stable
CUST06949,42,M,Urban,270422,10349,322759,1.19,5,64,3,4,62634,89960,287650,21,stable
CUST06950,53,M,Semi-Urban,193472,128050,386623,2.0,5,18,42,5,30680,482559,927286,22,decrease
CUST06951,20,F,Urban,224076,56451,1004396,4.48,4,0,39,0,92436,443126,286394,9,stable
CUST06952,22,M,Metropolitan,59560,30331,220044,3.69,3,91,48,5,92425,391091,163737,8,decrease
CUST06953,53,M,Urban,384132,134267,322412,0.84,6,67,3,0,77770,30080,748028,20,stable
CUST06954,44,M,Urban,351585,94662,345837,0.98,2,55,48,1,35516,115208,735385,10,stable
CUST06955,49,M,Semi-Urban,245652,27575,999839,4.07,3,71,34,5,36669,492862,907502,7,decrease
CUST06956,31,M,Urban,332628,248252,430398,1.29,5,98,36,5,4611,17463,677178,20,decrease
CUST06957,33,F,Semi-Urban,114804,68408,439646,3.83,6,31,47,0,12050,283475,347711,9,stable
CUST06958,40,M,Rural,78837,24913,382892,4.86,3,44,57,3,4894,174478,647029,28,decrease
CUST06959,59,M,Semi-Urban,62520,44392,305110,4.88,6,74,37,5,56796,487490,841975,16,decrease
CUST06960,45,M,Urban,244613,125768,783056,3.2,5,63,30,1,34398,403914,797157,2,stable
CUST06961,48,F,Metropolitan,439415,133763,2153383,4.9,6,74,56,0,70062,473854,487647,33,stable
CUST06962,49,F,Semi-Urban,181227,87021,796768,4.4,3,35,12,0,19411,190104,788437,36,stable
CUST06963,40,F,Rural,191499,10604,201241,1.05,2,12,7,2,57646,260476,607408,15,stable
CUST06964,59,M,Metropolitan,259607,178462,168150,0.65,4,15,55,1,20003,339166,327675,31,stable
CUST06965,38,M,Semi-Urban,195063,66863,677356,3.47,2,14,7,4,80447,383444,575382,18,stable
CUST06966,42,F,Metropolitan,177341,4236,178137,1.0,4,21,6,3,65570,368258,56818,15,stable
CUST06967,64,M,Urban,293279,200385,293221,1.0,1,37,23,5,86449,493782,387195,18,decrease
CUST06968,42,M,Metropolitan,287848,130881,236621,0.82,4,76,55,5,87376,100424,164429,13,decrease
CUST06969,19,M,Semi-Urban,188457,25787,66836,0.35,3,29,16,0,99755,480442,957942,34,stable
CUST06970,20,M,Rural,9003,6255,4736,0.53,2,64,25,1,66467,478922,429581,29,stable
CUST06971,34,M,Metropolitan,94689,31480,25886,0.27,2,54,35,5,66125,293486,867430,16,stable
CUST06972,44,F,Semi-Urban,153771,14589,638589,4.15,5,13,25,2,63973,120448,866343,19,stable
CUST06973,22,F,Rural,194447,95005,419197,2.16,2,76,57,5,95357,18286,380403,18,decrease
CUST06974,30,F,Semi-Urban,143656,113071,104635,0.73,2,8,33,4,8798,471161,324217,6,stable
CUST06975,28,M,Urban,28535,19097,122611,4.3,3,32,32,0,34483,157351,46227,27,stable
CUST06976,24,M,Metropolitan,447878,34657,1266224,2.83,6,32,4,2,20625,349314,611441,1,stable
CUST06977,15,F,Rural,57658,21315,78151,1.36,4,28,35,5,5417,478320,988013,6,decrease
CUST06978,32,F,Urban,186661,17077,429057,2.3,1,84,53,3,3873,277035,988500,29,decrease
CUST06979,50,M,Semi-Urban,56459,44868,69882,1.24,1,3,8,5,92907,140402,161164,2,stable
CUST06980,49,M,Urban,137699,63102,82057,0.6,4,39,2,2,48142,310643,931755,34,stable
CUST06981,24,M,Semi-Urban,159733,26592,663721,4.16,1,37,18,0,58731,491420,976337,18,stable
CUST06982,29,M,Metropolitan,264595,158597,1279312,4.83,2,38,5,5,97008,473561,993185,5,stable
CUST06983,32,M,Metropolitan,473981,26517,1713997,3.62,5,72,49,1,47839,314889,87594,13,stable
CUST06984,28,M,Urban,296344,115929,922552,3.11,1,34,25,0,83308,385129,654728,2,stable
CUST06985,50,M,Metropolitan,318388,66131,535363,1.68,6,51,38,4,60230,137727,37653,5,decrease
CUST06986,44,M,Urban,300179,209659,957156,3.19,1,88,17,1,19989,124215,972861,13,stable
CUST06987,54,F,Semi-Urban,219059,19106,714227,3.26,4,14,13,5,75975,254743,689869,32,stable
CUST06988,33,F,Semi-Urban,33562,15098,46299,1.38,4,13,8,5,84684,403890,636581,29,stable
CUST06989,51,M,Urban,272735,176242,1071280,3.93,5,91,2,3,28986,271766,115141,24,stable
CUST06990,42,M,Semi-Urban,20390,1876,56822,2.79,3,30,48,5,53606,2028,426443,33,decrease
CUST06991,55,F,Semi-Urban,233862,159578,869452,3.72,5,86,7,4,8972,312089,424698,9,stable
CUST06992,43,M,Rural,144354,72247,27011,0.19,2,30,16,3,63367,369075,233012,19,stable
CUST06993,27,M,Semi-Urban,141426,82033,361529,2.56,4,97,38,2,46091,319881,909788,33,stable
CUST06994,49,M,Urban,109829,46727,487653,4.44,4,39,51,5,28691,381142,117239,1,decrease
CUST06995,39,M,Metropolitan,158065,85731,347533,2.2,1,79,9,2,93845,282329,72596,11,stable
CUST06996,44,F,Metropolitan,88207,10455,258281,2.93,2,54,33,1,5802,385413,800700,24,stable
CUST06997,36,M,Urban,239882,170127,1179894,4.92,5,63,0,3,94892,211177,660604,19,stable
CUST06998,45,F,Urban,365924,242225,1468913,4.01,3,99,34,4,64646,495677,449366,33,decrease
CUST06999,22,M,Semi-Urban,229300,84477,484551,2.11,3,92,51,1,57307,158470,680032,23,stable
CUST07000,49,M,Rural,47696,35881,190402,3.99,4,3,31,3,14325,135286,176988,23,decrease
CUST07001,26,M,Urban,349858,154746,1638234,4.68,2,90,17,5,98971,5532,32856,20,decrease
CUST07002,58,M,Metropolitan,242206,21548,194969,0.8,4,69,48,3,26001,254419,353847,17,stable
CUST07003,20,F,Urban,22448,4719,28694,1.28,4,13,27,4,72444,272299,519220,6,decrease
CUST07004,26,M,Rural,103802,59044,279014,2.69,4,6,44,0,86707,358911,611744,36,stable
CUST07005,31,M,Semi-Urban,182323,63286,728632,4.0,4,85,48,0,95778,25453,747460,31,stable
CUST07006,52,M,Rural,49408,32222,205016,4.15,2,61,1,2,12747,82551,678404,15,stable
CUST07007,33,M,Semi-Urban,122818,74257,79078,0.64,2,31,59,1,61616,282114,453463,4,stable
CUST07008,39,M,Urban,88488,70615,295817,3.34,2,32,8,1,79554,353376,232793,26,stable
CUST07009,55,M,Metropolitan,203817,143622,950470,4.66,6,9,59,2,21484,454211,912091,2,stable
CUST07010,57,M,Rural,7370,4440,12199,1.65,6,97,9,2,66907,434610,750383,7,stable
CUST07011,37,M,Semi-Urban,118212,81832,465164,3.93,3,97,43,2,21390,88827,454667,32,stable
CUST07012,30,M,Metropolitan,312208,196546,1200941,3.85,5,47,40,5,77044,210144,10864,35,decrease
CUST07013,42,M,Urban,21772,2101,60796,2.79,1,90,50,4,88811,19327,522403,26,decrease
CUST07014,55,M,Urban,127535,73244,394326,3.09,2,34,14,2,4403,427918,13160,16,stable
CUST07015,45,F,Rural,49627,30942,203407,4.1,4,38,10,3,30681,174391,476672,25,stable
CUST07016,56,F,Rural,121782,61292,322630,2.65,5,49,58,4,21391,199176,178778,20,decrease
CUST07017,27,M,Metropolitan,213539,97855,933396,4.37,5,5,42,1,47964,443957,193167,2,stable
CUST07018,31,F,Metropolitan,462702,35864,115595,0.25,1,3,51,0,96965,431521,933098,15,stable
CUST07019,25,M,Rural,47637,869,116719,2.45,1,73,60,4,57484,413694,881724,33,decrease
CUST07020,52,M,Urban,248653,179792,231240,0.93,5,15,36,5,80806,432736,775287,5,decrease
CUST07021,29,M,Semi-Urban,124865,41614,507230,4.06,6,37,15,1,12140,425191,578144,6,stable
CUST07022,25,M,Metropolitan,175935,20186,57408,0.33,2,67,0,4,9044,422057,272050,33,stable
CUST07023,53,M,Rural,112457,77080,521122,4.63,5,18,8,0,68389,170143,66342,33,stable
CUST07024,40,M,Semi-Urban,199903,142342,562026,2.81,2,17,18,1,63843,35127,95851,34,stable
CUST07025,49,M,Semi-Urban,150924,19269,93705,0.62,3,39,9,1,15982,380192,21210,23,stable
CUST07026,53,M,Metropolitan,142483,22840,401045,2.81,4,93,31,4,53867,168658,619708,1,decrease
CUST07027,28,F,Rural,124990,58656,186463,1.49,1,82,13,3,94145,161225,689482,28,stable
CUST07028,34,M,Urban,377584,229487,1647980,4.36,3,72,46,0,24830,17636,167012,30,stable
CUST07029,41,M,Urban,332291,98561,986171,2.97,6,100,19,5,71612,166787,507689,19,decrease
CUST07030,42,M,Metropolitan,65428,6520,165436,2.53,4,60,37,2,94922,435403,101363,12,stable
CUST07031,22,M,Metropolitan,190282,89930,483584,2.54,1,9,2,3,9834,52263,422582,19,stable
CUST07032,25,M,Semi-Urban,139314,30884,541151,3.88,3,94,2,5,41168,402953,296676,28,increase
CUST07033,46,M,Semi-Urban,101843,65358,346689,3.4,1,11,12,3,29035,125350,896694,20,stable
CUST07034,36,M,Metropolitan,17017,7042,21419,1.26,5,33,18,5,30553,179286,244001,9,decrease
CUST07035,30,F,Metropolitan,142572,28325,325669,2.28,1,11,51,0,47520,152536,218731,23,stable
CUST07036,45,M,Rural,30854,10566,73201,2.37,6,14,37,3,50302,461803,525098,13,decrease
CUST07037,40,M,Urban,64797,5360,186474,2.88,6,75,27,0,79068,445348,474485,2,stable
CUST07038,52,M,Urban,357117,82315,120010,0.34,4,50,34,1,8692,265686,869915,18,stable
CUST07039,50,M,Urban,304202,12148,1485580,4.88,3,35,21,3,8413,362371,486243,5,decrease
CUST07040,32,F,Metropolitan,216679,167788,425863,1.97,1,51,38,4,98251,144985,880738,12,decrease
CUST07041,29,F,Urban,32433,13918,144313,4.45,3,43,4,4,85412,358470,110455,12,stable
CUST07042,53,F,Urban,277619,161185,303156,1.09,3,73,57,2,15970,471844,251331,5,stable
CUST07043,35,M,Rural,188801,111916,319620,1.69,3,19,29,3,7228,252834,709039,18,decrease
CUST07044,29,M,Rural,42705,33592,71321,1.67,6,89,1,0,50591,143490,236002,35,stable
CUST07045,39,F,Urban,133644,70749,559780,4.19,5,19,59,1,65259,403024,440633,22,stable
CUST07046,58,M,Semi-Urban,158088,2586,681704,4.31,6,16,48,1,762,226830,653018,36,stable
CUST07047,55,M,Rural,107984,78599,44934,0.42,3,25,2,5,30851,82872,185227,31,stable
CUST07048,28,F,Rural,19722,13452,2695,0.14,6,1,37,3,65822,405478,963434,16,stable
CUST07049,49,F,Rural,141765,74669,430656,3.04,5,89,43,2,75314,154219,535143,32,stable
CUST07050,40,F,Rural,192748,42662,13054,0.07,2,25,37,4,22769,122085,158298,28,stable
CUST07051,43,M,Rural,82506,58056,155874,1.89,1,69,55,0,25342,70407,98666,33,stable
CUST07052,43,M,Urban,395775,128723,1326101,3.35,4,28,30,5,47213,304902,968964,32,decrease
CUST07053,29,M,Rural,97172,61277,308576,3.18,4,18,18,5,63575,311876,949157,21,decrease
CUST07054,45,M,Semi-Urban,59344,22366,191878,3.23,1,75,6,4,86252,132807,610835,15,stable
CUST07055,35,M,Urban,271461,202314,808634,2.98,1,59,10,4,80075,294439,490728,12,stable
CUST07056,46,M,Metropolitan,254114,58935,856012,3.37,1,51,51,3,2947,405723,460273,9,decrease
CUST07057,27,M,Urban,327192,149265,18087,0.06,2,21,15,4,97631,360265,272049,15,stable
CUST07058,51,M,Semi-Urban,227129,13223,173409,0.76,4,76,47,4,9099,103118,538093,30,stable
CUST07059,48,M,Urban,180337,99871,90475,0.5,2,71,20,2,67467,482224,37132,18,stable
CUST07060,48,F,Rural,33453,19821,33945,1.01,3,49,55,4,67948,418725,849356,35,decrease
CUST07061,40,M,Urban,313369,27606,57003,0.18,4,61,58,5,98500,247058,539773,32,stable
CUST07062,41,F,Semi-Urban,35626,11798,145662,4.09,6,99,52,5,34964,50513,979317,26,decrease
CUST07063,56,F,Urban,265024,17446,982557,3.71,3,77,33,5,30751,97917,508782,1,decrease
CUST07064,59,M,Metropolitan,61614,24965,154329,2.5,6,40,41,4,82909,229300,848215,32,decrease
CUST07065,24,F,Rural,184409,101487,302824,1.64,2,74,43,0,87751,219844,263440,2,stable
CUST07066,41,F,Rural,167156,106684,249980,1.5,4,39,10,4,23178,266083,504181,30,stable
CUST07067,41,M,Semi-Urban,50301,29029,41232,0.82,2,98,11,4,32767,346205,716665,18,stable
CUST07068,28,F,Urban,76872,12523,110314,1.44,1,3,51,4,77446,359144,587091,22,decrease
CUST07069,63,M,Urban,144251,62917,188332,1.31,1,8,20,2,28734,69861,571105,30,stable
CUST07070,46,M,Semi-Urban,178230,139649,573086,3.22,6,6,39,1,83020,26042,478736,36,stable
CUST07071,44,F,Urban,374097,159703,1147723,3.07,5,55,14,1,11711,240633,360256,6,stable
CUST07072,22,M,Metropolitan,85646,14397,29551,0.35,3,85,2,0,97936,156373,704195,6,increase
CUST07073,50,M,Metropolitan,319583,141010,433606,1.36,1,15,49,0,91257,403303,795886,26,stable
CUST07074,29,M,Urban,370801,75950,161805,0.44,2,38,54,5,68633,90155,347476,15,stable
CUST07075,29,F,Semi-Urban,230312,65267,275819,1.2,2,16,24,2,90769,368291,613906,18,stable
CUST07076,23,M,Semi-Urban,113046,63463,241006,2.13,4,8,1,1,27569,110911,754812,10,stable
CUST07077,20,F,Semi-Urban,9404,1321,33072,3.52,6,7,36,4,49159,452334,172943,10,decrease
CUST07078,55,F,Rural,109824,697,20385,0.19,4,95,36,5,78869,321222,703516,17,increase
CUST07079,59,M,Semi-Urban,233185,129534,923660,3.96,2,28,46,4,45322,169790,95861,3,decrease
CUST07080,24,M,Semi-Urban,15510,2078,30325,1.96,1,73,21,5,79568,13354,725860,21,decrease
CUST07081,59,M,Metropolitan,102399,68015,501615,4.9,1,21,26,3,76633,446950,956041,16,decrease
CUST07082,17,M,Rural,55512,36586,58279,1.05,3,81,59,3,46964,217998,200770,25,decrease
CUST07083,54,M,Urban,74893,12046,316589,4.23,2,58,35,3,17391,496990,207725,11,decrease
CUST07084,56,M,Urban,123592,74580,295545,2.39,5,34,21,4,22243,414580,624727,26,decrease
CUST07085,46,M,Urban,33907,1030,117250,3.46,4,87,7,4,92364,9416,639651,19,increase
CUST07086,22,F,Semi-Urban,8685,3140,38848,4.47,2,14,16,3,429,445175,164339,14,decrease
CUST07087,34,F,Metropolitan,168178,27669,115848,0.69,5,2,51,4,75118,252877,598550,28,stable
CUST07088,21,F,Semi-Urban,121795,11095,23212,0.19,4,7,41,0,87432,438765,819404,19,stable
CUST07089,24,M,Urban,319241,232290,578344,1.81,5,75,53,0,1578,21060,530050,35,stable
CUST07090,26,F,Rural,128087,99599,92052,0.72,1,25,2,0,32437,12627,217918,35,stable
CUST07091,52,M,Semi-Urban,116714,33184,88835,0.76,2,51,7,2,76209,490906,607641,19,stable
CUST07092,46,M,Rural,59063,1242,55472,0.94,2,25,57,2,59801,416441,249621,24,stable
CUST07093,34,M,Semi-Urban,213145,40808,37950,0.18,3,65,34,0,54514,193841,670631,30,stable
CUST07094,43,F,Metropolitan,140264,82016,248612,1.77,4,62,55,2,916,392742,431479,18,stable
CUST07095,25,M,Semi-Urban,226521,123058,817919,3.61,2,77,17,4,13147,230009,368011,32,decrease
CUST07096,26,F,Metropolitan,290078,1723,780890,2.69,6,32,56,3,62820,491132,40500,14,decrease
CUST07097,31,F,Rural,160172,65458,484764,3.03,3,74,25,0,70444,84613,632690,23,stable
CUST07098,53,F,Rural,36457,6581,10711,0.29,3,12,56,2,55112,171090,440322,31,stable
CUST07099,41,M,Metropolitan,229239,112824,441099,1.92,5,96,0,0,94334,4995,107228,22,stable
CUST07100,42,F,Rural,24946,1073,22795,0.91,3,96,17,1,35805,408938,155518,5,increase
CUST07101,18,F,Rural,24019,16539,36042,1.5,4,39,33,1,16084,276451,514411,33,stable
CUST07102,55,M,Rural,26020,15193,30412,1.17,4,51,33,2,65383,95835,379309,22,stable
CUST07103,48,M,Urban,100195,21328,18841,0.19,1,38,60,0,14157,438046,306655,20,stable
CUST07104,49,M,Rural,41017,4479,122834,2.99,6,59,22,1,97081,369323,671710,31,stable
CUST07105,58,M,Urban,179552,2476,130736,0.73,5,39,17,1,24688,258648,740635,14,stable
CUST07106,44,M,Metropolitan,125311,87406,196823,1.57,1,89,13,4,32637,109359,477768,28,stable
CUST07107,28,M,Metropolitan,455656,203509,1321553,2.9,3,63,1,0,39541,138047,478456,7,stable
CUST07108,40,F,Urban,278823,34177,1048299,3.76,3,91,33,3,16753,215044,59260,35,decrease
CUST07109,28,M,Metropolitan,236021,54966,1057331,4.48,6,97,33,3,20663,361738,192741,22,decrease
CUST07110,53,M,Urban,108426,78360,98845,0.91,4,79,9,3,42568,102819,581090,4,stable
CUST07111,31,M,Urban,330201,34047,1454733,4.41,4,19,43,3,39923,443672,942008,4,decrease
CUST07112,60,M,Urban,138090,84737,180251,1.31,4,12,20,2,71990,151431,507531,11,stable
CUST07113,58,M,Semi-Urban,41835,8202,176914,4.23,5,59,7,2,45254,480724,985992,26,stable
CUST07114,28,M,Rural,191943,71413,100225,0.52,4,94,11,0,59835,193593,849636,28,stable
CUST07115,49,M,Urban,18489,8704,89493,4.84,2,71,12,5,51177,472256,358383,11,stable
CUST07116,64,F,Urban,329598,208362,1372523,4.16,3,97,60,4,88661,151101,10258,16,decrease
CUST07117,28,M,Rural,50914,39270,219603,4.31,6,94,40,4,62143,61097,15689,31,decrease
CUST07118,44,F,Rural,167266,91006,66492,0.4,4,44,9,1,81406,18761,120427,11,stable
CUST07119,47,F,Rural,87449,60339,113563,1.3,4,63,13,5,41315,470274,237529,8,stable
CUST07120,54,F,Rural,41940,18327,18444,0.44,6,73,50,3,85519,128757,723171,20,stable
CUST07121,48,M,Urban,181341,121142,538811,2.97,1,79,8,5,55909,169372,251297,23,stable
CUST07122,37,M,Metropolitan,143227,23828,518738,3.62,6,86,26,4,17780,11573,284602,21,decrease
CUST07123,39,M,Metropolitan,37407,25594,3734,0.1,1,52,22,0,48971,303179,846319,1,stable
CUST07124,20,F,Rural,27844,15052,91494,3.29,6,81,14,0,36585,344477,767475,24,stable
CUST07125,23,M,Urban,42273,32684,29303,0.69,6,96,19,1,31444,254400,122097,8,stable
CUST07126,15,M,Rural,160342,54359,347067,2.16,3,24,33,3,86065,434358,518297,29,decrease
CUST07127,55,F,Rural,173121,41048,191478,1.11,6,87,55,2,50063,331045,252024,3,increase
CUST07128,37,M,Rural,196058,103095,870094,4.44,3,52,9,2,94610,253443,46764,20,stable
CUST07129,26,M,Semi-Urban,118643,6127,504209,4.25,3,16,43,2,29335,138352,465557,30,stable
CUST07130,47,M,Metropolitan,469062,141281,719194,1.53,3,56,11,4,10552,181445,935604,6,stable
CUST07131,23,F,Semi-Urban,101709,56845,387892,3.81,3,95,25,2,98132,378717,701631,13,stable
CUST07132,53,M,Rural,159212,119976,169627,1.07,2,21,54,3,32383,160095,679818,15,decrease
CUST07133,50,F,Rural,14153,4432,20272,1.43,3,22,58,4,56550,46747,440188,7,decrease
CUST07134,53,M,Metropolitan,212757,162371,986868,4.64,3,7,19,5,93798,355419,406362,21,decrease
CUST07135,55,M,Urban,327125,155646,858249,2.62,4,72,37,0,14354,452973,398576,21,stable
CUST07136,59,M,Metropolitan,484632,308080,1964980,4.05,5,6,45,5,33814,362427,556905,17,decrease
CUST07137,26,M,Urban,282436,78226,4799,0.02,6,24,57,0,52774,296313,213987,4,stable
CUST07138,40,M,Urban,350794,134220,594445,1.69,6,79,44,1,33713,182266,50616,27,stable
CUST07139,21,F,Metropolitan,89235,21575,375550,4.21,5,18,50,5,42488,332289,426222,9,decrease
CUST07140,25,M,Metropolitan,380014,40309,139999,0.37,1,43,41,2,22941,326564,407339,20,stable
CUST07141,32,M,Urban,75063,45209,157,0.0,6,68,15,5,43241,54070,741312,15,stable
CUST07142,27,F,Semi-Urban,216465,65317,992016,4.58,1,53,39,1,92491,203921,27889,34,stable
CUST07143,30,M,Urban,330055,200564,1024029,3.1,5,74,45,3,44227,323382,475635,9,decrease
CUST07144,54,F,Metropolitan,36694,21150,125631,3.42,2,27,42,4,60063,42704,781041,34,decrease
CUST07145,58,F,Urban,41164,26964,55009,1.34,2,7,15,2,90646,434172,258789,30,stable
CUST07146,48,F,Urban,267189,177964,1221155,4.57,1,59,55,0,55103,130877,372722,0,stable
CUST07147,47,F,Rural,136792,53496,532300,3.89,5,18,57,0,77481,311368,713877,20,stable
CUST07148,42,M,Metropolitan,207564,160637,725094,3.49,3,4,21,2,86385,129670,246351,25,stable
CUST07149,45,M,Metropolitan,388572,164767,687367,1.77,1,53,27,3,27075,471746,203707,10,decrease
CUST07150,46,F,Semi-Urban,236222,119466,870279,3.68,6,33,30,3,91793,65674,179178,18,decrease
CUST07151,23,F,Rural,104352,5371,149206,1.43,6,36,9,0,27443,369740,595027,31,stable
CUST07152,42,M,Rural,61477,1709,220308,3.58,3,80,14,0,49604,277767,784536,25,stable
CUST07153,22,M,Metropolitan,119612,64995,498458,4.17,2,15,1,4,57865,455609,829817,16,stable
CUST07154,32,M,Metropolitan,30366,9928,58878,1.94,2,15,0,0,67772,400815,851871,33,stable
CUST07155,50,M,Metropolitan,262500,24903,754358,2.87,3,51,30,2,62511,156422,426693,0,stable
CUST07156,37,F,Rural,97477,27790,150481,1.54,4,60,13,4,39351,321569,75171,23,stable
CUST07157,45,F,Semi-Urban,217674,46834,797659,3.66,6,29,37,0,59520,302712,378851,4,stable
CUST07158,47,M,Rural,65524,1600,112043,1.71,1,31,53,4,5949,496236,299961,5,decrease
CUST07159,49,M,Urban,260599,171158,26726,0.1,1,24,12,0,43627,217114,461210,5,stable
CUST07160,32,M,Semi-Urban,193567,29399,70346,0.36,2,92,7,4,89289,208186,13081,0,increase
CUST07161,40,M,Semi-Urban,96209,48982,16132,0.17,6,94,52,1,23654,283347,812652,32,stable
CUST07162,58,M,Urban,371695,50552,135278,0.36,2,67,24,4,10006,350184,789619,22,stable
CUST07163,47,F,Rural,99983,25312,488189,4.88,5,55,14,4,12279,318826,985290,20,stable
CUST07164,49,M,Rural,162813,20571,77781,0.48,4,52,15,3,30235,149446,724528,23,stable
CUST07165,28,M,Semi-Urban,87950,1746,228022,2.59,1,76,49,4,25401,161049,976678,16,decrease
CUST07166,19,M,Rural,176622,34397,370580,2.1,5,57,25,2,14191,486525,448237,21,stable
CUST07167,64,M,Urban,259345,135723,459467,1.77,2,90,25,4,39467,344792,138914,26,decrease
CUST07168,37,F,Metropolitan,326992,86149,1276241,3.9,3,43,48,1,44279,426499,651120,33,stable
CUST07169,46,M,Rural,72281,34952,36196,0.5,4,66,17,5,58840,399297,17147,0,stable
CUST07170,38,F,Rural,165663,80052,726641,4.39,2,52,39,5,61373,119933,401025,34,decrease
CUST07171,54,M,Urban,13256,7996,34262,2.58,1,21,25,3,25926,459102,44694,21,decrease
CUST07172,56,F,Semi-Urban,204391,127540,189725,0.93,2,40,55,5,54844,285768,610365,28,decrease
CUST07173,51,M,Urban,353604,69640,1279453,3.62,5,95,7,3,25907,274733,577568,20,increase
CUST07174,29,M,Metropolitan,130451,71108,127492,0.98,6,5,37,5,17407,146031,130526,36,decrease
CUST07175,23,M,Rural,108042,6814,248186,2.3,4,91,57,2,41734,80226,628095,30,increase
CUST07176,55,M,Semi-Urban,79047,52975,302543,3.83,2,0,18,5,47634,52310,24083,33,decrease
CUST07177,22,M,Metropolitan,59235,35511,175604,2.96,2,95,50,0,85305,145315,705286,25,stable
CUST07178,29,F,Semi-Urban,127416,84642,351003,2.75,6,32,36,1,53150,9421,779028,9,stable
CUST07179,44,M,Urban,175288,33772,187408,1.07,3,60,19,3,93472,489096,18369,30,decrease
CUST07180,25,F,Metropolitan,125765,88028,373490,2.97,4,30,3,2,17,187386,571383,33,stable
CUST07181,31,M,Semi-Urban,27545,2047,7766,0.28,1,80,41,2,88946,53930,989640,29,stable
CUST07182,35,M,Metropolitan,334793,170355,503538,1.5,6,8,12,1,77474,360448,180711,35,stable
CUST07183,30,M,Rural,16202,2537,21668,1.34,2,81,28,4,18219,255836,681555,11,decrease
CUST07184,30,F,Semi-Urban,70349,20301,80585,1.15,6,8,23,1,22864,450391,190804,33,stable
CUST07185,59,M,Semi-Urban,21376,1562,13223,0.62,6,52,4,5,34758,248822,72560,33,stable
CUST07186,52,M,Metropolitan,68810,50818,81728,1.19,6,84,12,3,27037,5383,911945,26,stable
CUST07187,53,F,Rural,168670,59127,539086,3.2,6,52,6,3,53105,149923,129653,29,stable
CUST07188,24,M,Rural,147781,51602,251921,1.7,4,19,1,5,65970,222379,54281,10,stable
CUST07189,39,M,Semi-Urban,165097,64786,217474,1.32,4,98,46,5,76488,10695,735153,30,decrease
CUST07190,57,M,Semi-Urban,172178,111652,126175,0.73,4,58,43,3,67944,404241,409384,9,stable
CUST07191,19,F,Rural,28758,9299,72951,2.54,3,52,9,0,6268,24741,524024,27,stable
CUST07192,20,F,Rural,103826,31826,304527,2.93,2,57,25,4,19365,363598,163784,12,decrease
CUST07193,24,M,Semi-Urban,25523,20410,27832,1.09,3,14,19,1,34306,37945,344222,2,stable
CUST07194,45,M,Semi-Urban,34286,10816,78858,2.3,1,62,3,2,28213,235579,341931,9,stable
CUST07195,38,M,Semi-Urban,181731,79439,478112,2.63,3,44,50,5,44428,54015,992364,3,decrease
CUST07196,56,F,Rural,67056,49965,11143,0.17,1,25,0,2,98159,482272,854541,18,stable
CUST07197,39,M,Urban,78305,36441,259110,3.31,1,26,5,3,74725,249792,745973,15,stable
CUST07198,23,M,Urban,257106,14357,308296,1.2,1,53,7,3,31157,86923,176095,13,stable
CUST07199,50,F,Metropolitan,475778,332019,1298066,2.73,3,76,43,1,99950,397436,879468,27,stable
CUST07200,27,M,Rural,5236,2702,8400,1.6,3,9,35,0,16269,51965,730735,33,stable
CUST07201,48,F,Semi-Urban,83558,40656,289891,3.47,3,22,24,4,58757,303350,228713,5,decrease
CUST07202,36,M,Semi-Urban,167210,41746,480365,2.87,5,86,11,4,341,225201,981458,11,increase
CUST07203,57,M,Metropolitan,294574,197628,636620,2.16,6,57,2,4,68093,87262,539835,5,stable
CUST07204,37,M,Urban,39703,14193,55511,1.4,4,54,2,4,22438,253600,71041,15,stable
CUST07205,28,M,Semi-Urban,178396,48773,318637,1.79,6,82,36,1,18026,124663,695899,18,increase
CUST07206,40,M,Urban,162795,42704,719348,4.42,1,1,5,0,69,201408,132925,33,stable
CUST07207,40,F,Urban,354980,43504,787482,2.22,4,99,31,1,97941,268816,358655,25,increase
CUST07208,51,M,Metropolitan,460537,346169,1754458,3.81,1,22,33,1,73940,67731,256879,11,stable
